ein,organization_name,dba_name,entity_type, total_participants ,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_num,web site domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP ,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,Preisent & CEO,email domain
430797957,TRUSTEES OF U.F.C.W. & EMPLOYERS KANSAS AND MISSOURI HEALTH & WELFARE,,Taft-Hartley Trust,"1,643",1,2010 N.W. 150TH AVENUE,SUITE 100,PEMBROKE PINES,FL,33028,9542666322,,,,,,,,,,,,,,
390855190,IRON WORKERS LOCAL 8 WELFARE FUND,,Taft-Hartley Trust,"1,642",1,1520 KENSINGTON ROAD SUITE 200,,OAK BORRK,IL,60523,1800272424,,,,,,,,,,,,,,
231489866,LOCAL 274 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,641",1,"20 BRACE RD, SUITE 114",,CHERRY HILL,NJ,8034,8566162090,,,,,,,,,,,,,,
132878811,BOARD OF TRUSTEES OF METAL LATHERS LOCAL 46 TRUST FUND,,Taft-Hartley Trust,"1,640",1,61-02 32ND AVENUE,,WOODSIDE,NY,11377,2125352323,,,,,,,,,,,,,,
366057110,TRUSTEES OF 786 IBT MATERIAL WELFARE FUND,,Taft-Hartley Trust,"1,634",1,300 S ASHLAND AVE - SUITE 500,,CHICAGO,IL,60607,3126661875,,,,,,,,,,,,,,
362196735,TRUSTEES OF STRUCTURAL IRON WORKERS LOCAL 1 WELFARE FUND,,Taft-Hartley Trust,"1,631",1,7700 INDUSTRIAL DRIVE,,FOREST PARK,IL,60130,7083661188,,,,,,,,,,,,,,
146013200,STATE OF NY UNIFIED COURT SYSTEM,,Taft-Hartley Trust,"1,623",1,110 STATE STREET,,ALBANY,NY,12236,0,,,,,,,,,,,,,,
232079619,OPERATING ENGINEERS LOCAL 835 WELFARE FUND,,Taft-Hartley Trust,"1,620",1,487 DEVON PARK DR STE 206,,WAYNE,PA,19087,2156577400,,,,,,,,,,,,,,
340747441,PIPE FITTERS LOCAL UNION NO. 120 INSURANCE FUND,,Taft-Hartley Trust,"1,619",1,6305 HALLE DR.,,CLEVELAND,OH,44125,2164473408,,,,,,,,,,,,,,
946073089,BOARD OF TRUSTEES OF NO. CA BAKERY DRIVERS SEC FUND,,Taft-Hartley Trust,"1,619",1,1600 HARBOR BAY PARKWAY,SUITE 200,ALAMEDA,CA,94502,4155467800,,,,,,,,,,,,,,
946203695,"BOARD OF TRUSTEES, NORTHERN CALIFORNIA BAKERY &",CONFECTIONERY HEALTH AND WELFARE,Taft-Hartley Trust,"1,618",1,1600 HARBOR BAY PKWY STE 200,,ALAMEDA,CA,94502,8002515013,,,,,,,,,,,,,,
876123188,IRONWORKERS INTERMOUNTAIN HEALTH & WELFARE TRUST,,Taft-Hartley Trust,"1,618",1,2156 WEST 2200 SOUTH,STE 220 BRIDGE BUILDING,SALT LAKE CITY,UT,84130,8016062425,,,,,,,,,,,,,,
361264190,TRUSTEES OF NECA IBEW # 176 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,613",1,1100 N.E. FRONTAGE ROAD,,JOLIET,IL,60431,8157292666,,,,,,,,,,,,,,
956035120,"BOARD OF TRUSTEES, SOUTHERN CALIFORNIA LUMBER",INDUSTRY WELFARE FUND,Taft-Hartley Trust,"1,613",1,1200 WILSHIRE BLVD FL 5,,LOS ANGELES,CA,90017,5624635000,,,,,,,,,,,,,,
431724421,BOARD OF TRUSTEES SOUTHERN ILLINOIS ELECTRICAL RETIREE WELFARE PLAN,,Taft-Hartley Trust,"1,610",1,5735 ELIZABETH AVENUE,,ST. LOUIS,MO,63110,3147522330,,,,,,,,,,,,,,
824038622,TRUSTEES - UGSOA HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,601",1,1627 E. NORTH STREET,,GREENVILLE,SC,29607,8643700711,,,,,,,,,,,,,,
911363505,"BOARD OF TRUSTEES, MACHINISTS HEALTH & WELFARE TRUST",,Taft-Hartley Trust,"1,600",1,P.O. BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
581274987,PLUMBERS & STEAMFITTERS LOCAL 150 HEALTH & WELFA,,Taft-Hartley Trust,"1,596",1,P. O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
231661924,"BOARD OF TRUSTEES USW DISTRICT 10, LOCAL 286",WELFARE TRUST FUND,Taft-Hartley Trust,"1,596",1,410-424 NORTH EIGHTH STREET,,PHILADELPHIA,PA,19123,2158299212,,,,,,,,,,,,,,
346598327,BUILDING LABORERS LOCAL 310 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,591",1,3250 EUCLID AVENUE,,CLEVELAND,OH,44115,2164312130,,,,,,,,,,,,,,
420930021,PLUMBERS & STEAMFITTERS LOCAL UNION NO.33 HEALTH & WELFARE TRUST,,Taft-Hartley Trust,"1,588",1,2501 BELL AVENUE,,DES MOINES,IA,50321,5152433246,,,,,,,,,,,,,,
232522548,BOARD OF TRUSTEES LOCAL 6 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,585",1,601 DRESHER ROAD,SUITE 103,HORSHAM,PA,19044,9143675000,,,,,,,,,,,,,,
856152252,TRUSTEES OF LOCAL 754 AND TAMPA POLICE BENEVOLENT ASSOCIATION,,Taft-Hartley Trust,"1,584",1,"2010 NW 150TH AVENUE,SUITE 200",,PEMBROKE PINES,FL,33028,0,,,,,,,,,,,,,,
911739886,WASHINGTON STATE LODGE OF THE FRATERNAL ORDER OF POLICE,,Taft-Hartley Trust,"1,584",1,2839 W KENNEWICK AVENUE,PMB 356,KENNEWICK,WA,99336,8006447207,,,,,,,,,,,,,,
916532370,FRATERNAL ORDER OF POLICE - MEMBER BENEFITS TRUST,,Taft-Hartley Trust,"1,583",1,PO BOX 4148,,PORTLAND,OR,97208,5032825581,,,,,,,,,,,,,,
430681778,BOARD OF TRUSTEES OF SMART LOCAL UNION NO. 36 WELFARE PLAN,,Taft-Hartley Trust,"1,580",1,"2319 CHOUTEAU AVE, SUITE 300",,ST. LOUIS,MO,63103,3146528175,,,,,,,,,,,,,,
200946697,UFCW UNION LOCAL NO 88 & EMPLOYERS HEALTH & WELFARE FUND,ZENITH AMERICAN ADMINSTRATORS,Taft-Hartley Trust,"1,575",1,502 EARTH CITY EXPRESSWAY,SUITE 203,ST LOUIS,MO,63045,3143448899,,,,,,,,,,,,,,
911106482,"BOARD OF TRUSTEES, CEMENT MASONS AND PLASTERERS HEALTH AND WELFARE",,Taft-Hartley Trust,"1,575",1,PO BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
131598182,METAL LATHERS TRUST FUND 46 METAL LATHERS LOCAL 46 TRUST FUND,,Taft-Hartley Trust,"1,573",1,61-02 32ND AVENUE,,WOODSIDE,NY,11377,2125352323,,,,,,,,,,,,,,
941672782,"BOARD OF TRUSTEES, NORTH COAST TRUST FUND",,Taft-Hartley Trust,"1,570",1,1600 HARBOR BAY PKWY STE 200,,ALAMEDA,CA,94502,8002515013,,,,,,,,,,,,,,
256181473,BOARD OF TRUSTEES IRON WORKERS WELFARE PLAN OF WESTERN PA,,Taft-Hartley Trust,"1,561",1,2201 LIBERTY AVE,,PITTSBURGH,PA,15222,4122276740,,,,,,,,,,,,,,
261227271,IBEW LOCAL 7 SUPPLEMENTAL HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,560",1,185 INDUSTRY AVE,,SPRINGFIELD,MA,11043,4137377137,,,,,,,,,,,,,,
862878221,PROFESSIONAL FIREFIGHTERS OF EASTERN MISSOURI IAF LOCAL 2665,,Taft-Hartley Trust,"1,557",1,115 MCMENAMY ROAD,,ST. PETERS,MO,63376,6369704225,,,,,,,,,,,,,,
362510895,PLUMBERS PIPEFITTERS LOCAL 25 WELFARE FUND,,Taft-Hartley Trust,"1,552",1,4600 46TH AVENUE,,ROCK ISLAND,IL,61201,3097884569,,,,,,,,,,,,,,
112392159,BOARD OF TRUSTEES OF THE I.U.O.E. LOCAL 14-14B WELFARE FUND,,Taft-Hartley Trust,"1,551",1,159-18 NORTHERN BOULEVARD,,FLUSHING,NY,11358,7189391489,,,,,,,,,,,,,,
776113549,NORTHERN CALIFORNIA SHEET METAL WORKERS HEALTH CARE PLAN,,Taft-Hartley Trust,"1,549",1,P.O. BOX 1677,,SAN RAMON,CA,94583,9252089992,,,,,,,,,,,,,,
237422786,WISCONSIN MASONS' HEALTH CARE FUND,,Taft-Hartley Trust,"1,549",1,2901 W. BELTLINE HIGHWAY,SUITE 100,MADISON,WI,53713,8003625474,,,,,,,,,,,,,,
111870373,PLUMBERS LOCAL UNION NO. 1 ADDITIONAL SECURITY BENEFIT FUND,,Taft-Hartley Trust,"1,547",1,"50-02 5TH STREET, 2ND FLOOR",,LONG ISLAND CITY,NY,11101,7188352700,,,,,,,,,,,,,,
141980707,"RALCO HOLDINGS, INC. DBA MOTORSPORT AFTERMARKET GROUP (MAG)",MOTORSPORT AFTERMARKET GROUP (MAG),Taft-Hartley Trust,"1,546",1,"651 CANYON DR, STE 100",,COPPELL,TX,75019,4697075053,,,,,,,,,,,,,,
341600163,VEBA FOR RETIREES OF WCI STEEL,,Taft-Hartley Trust,"1,541",1,"60 BOULEVARD OF THE ALLIES, 5TH FLO",,PITTSBURGH,PA,15222,4122012242,,,,,,,,,,,,,,
860576428,BOARD OF TRUSTEES LABORERS AND OP ENGINEERS AGREEMENT H&W TRUST FUND,,Taft-Hartley Trust,"1,539",1,PO BOX 43110,,PHOENIX,AZ,85080,6022493582,,,,,,,,,,,,,,
820217065,IDAHO CENTRAL CREDIT UNION,,Taft-Hartley Trust,"1,539",1,PO BOX 2469,,POCATELLO,ID,83206,2082393020,,,,,,,,,,,,,,
131657415,TRUSTEES OF PUBLISHERS' NEWSPAPER AND MAIL DELIVERERS' WELFARE FUND,,Taft-Hartley Trust,"1,539",1,1501 BROADWAY,,NEW YORK,NY,10036,2128695986,,,,,,,,,,,,,,
370867221,BOARD OF TRUSTEES EAST CENTRAL PIPE TRADES HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"1,538",1,PO BOX 50440,,INDIANAPOLIS,IN,46250,3175549000,,,,,,,,,,,,,,
310782819,"LOCAL 212, IBEW HEALTH & WELFARE TRUST FUND",,Taft-Hartley Trust,"1,533",1,"5420 WEST SOUTHERN AVE, SUITE 407",,INDIANAPOLIS,IN,46241,5138614800,,,,,,,,,,,,,,
936025789,BOARD OF TRUSTEES SEIU LOCAL 49 WELFARE TRUST,,Taft-Hartley Trust,"1,532",1,PO BOX 4148,,PORTLAND,OR,97208,5032825581,,,,,,,,,,,,,,
111896894,AMALGAMATED MEAT CUTTER & RETAIL FOOD EMPLOYEES,UNION LOCAL 342 WELFARE FUND,Taft-Hartley Trust,"1,531",1,166 E JERICHO TPKE,,MINEOLA,NY,11501,5167475980,,,,,,,,,,,,,,
111628171,BOARD OF TRUSTEES LOCAL 1298 WELFARE FUND,,Taft-Hartley Trust,"1,531",1,681 FULTON AVENUE,,HEMPSTEAD,NY,11550,5164893644,,,,,,,,,,,,,,
237331128,BRD OF TRUSTEES OF THE CARPENTERS INDUSTRIAL COUNCIL TRUST FUND,,Taft-Hartley Trust,"1,530",1,P.O. BOX 3043,,CHARLESTON,WV,25326,8003324732,,,,,,,,,,,,,,
460635077,"CORRECT CRAFT HOLDING COMPANY, LLC",,Taft-Hartley Trust,"1,529",1,14700 AEROSPACE PARKWAY,,ORLANDO,FL,32832,4079566426,,,,,,,,,,,,,,
866025730,OPERATING ENGINEERS LOCAL NO. 428 HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"1,529",1,2001 W CAMELBACK RD STE B350,,PHOENIX,AZ,85015,6022641804,,,,,,,,,,,,,,
231512313,BOARD OF TRUSTEES OF PLUMBERS LU 690 HEALTH PLAN,,Taft-Hartley Trust,"1,529",1,2791 SOUTHAMPTON ROAD,,PHILADELPHIA,PA,19154,2156776900,,,,,,,,,,,,,,
336136808,AFSCME LOCAL 2076,,Taft-Hartley Trust,"1,527",1,2111 W CRESCENT AVE STE A,,ANAHEIM,CA,92801,7146341657,,,,,,,,,,,,,,
386447251,JT BOARD OF TRUSTEES OF PLUMBER'S LOCAL 98 INSURANCE FUND,,Taft-Hartley Trust,"1,526",1,700 TOWER DRIVE,,TROY,MI,48098,2488139800,,,,,,,,,,,,,,
133387038,BOARD OF TRUSTEES DOCTORS COUNCIL BENEFIT PLAN,,Taft-Hartley Trust,"1,523",1,50 BROADWAY 11TH FLOOR,1101,NEW YORK,NY,10004,2125327690,,,,,,,,,,,,,,
952755074,BOARD OF TRUSTEES LOS ANGELES MACHINIST BENEFIT TRUST,,Taft-Hartley Trust,"1,519",1,3313 VINCENT RD STE 216,,PLEASANT HILL,CA,94523,9259541439,,,,,,,,,,,,,,
454844178,SHEET METAL WORKERS LOCAL 206 HEALTH BENEFIT TRUST,,Taft-Hartley Trust,"1,518",1,1843 HOTEL CIRCLE SOUTH #300,,SAN DIEGO,CA,92108,6192780021,,,,,,,,,,,,,,
10651420,INTERSTATE WASTE SERVICES,,Taft-Hartley Trust,"1,510",1,300 FRANK W BURR BLVD,SUITE 39,TEANECK,NJ,7666,9732867007,,,,,,,,,,,,,,
756012110,PLUMBERS & STEAMFITTERS LOCAL 100 OF DALLAS HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"1,506",1,"2425 N. CENTRAL EXPWY, SUITE 120",,RICHARDSON,TX,75080,4694236100,,,,,,,,,,,,,,
902104422,"BOARD OF TRUSTEES, SAN MATEO ELECTRICAL WORKERS HEALTH PLAN",,Taft-Hartley Trust,"1,505",1,"6800 SANTA TERESA BLVD, SUITE 100",,SAN JOSE,CA,95119,4082884400,,,,,,,,,,,,,,
161012691,CANTON-POTSDAM HOSPITAL,,Taft-Hartley Trust,"1,505",1,50 LEROY STREET,,POTSDAM,NY,13676,3152615101,,,,,,,,,,,,,,
746038639,"BOARD OF TRUSTEES, TEXAS IRON WORKERS HEALTH BENEFIT FUND",TEXAS IRON WORKERS' HEALTH BENEFIT FUND,Taft-Hartley Trust,"1,504",1,P.O. BOX 721798,,HOUSTON,TX,77272,7132191200,,,,,,,,,,,,,,
951656366,GOOD SAMARITAN HOSPITAL,,Taft-Hartley Trust,"1,500",1,1225 WILSHIRE BOULEVARD,,LOS ANGELES,CA,90017,2139772121,,,,,,,,,,,,,,
42149479,TEAMSTERS UNION LOCAL 653 WELFARE FUND,,Taft-Hartley Trust,"1,499",1,4-B HAMPDEN DRIVE,,SOUTH EASTON,MA,23751,8002089395,,,,,,,,,,,,,,
956047601,"BOARD OF TRUSTEES, OPEIU LOCALS 30 AND 537",HEALTH AND WELFARE FUND,Taft-Hartley Trust,"1,498",1,1200 WILSHIRE BLVD 5TH FLOOR,,LOS ANGELES,CA,90017,5624635000,,,,,,,,,,,,,,
996014747,BOARD OF TRUSTEES OF MASONS HEALTH & WELFARE TRUST FUND,,Taft-Hartley Trust,"1,496",1,2251 NORTH SCHOOL STREET,,HONOLULU,HI,96819,8088453901,,,,,,,,,,,,,,
232809685,"PIPER AIRCRAFT, INC.",,Taft-Hartley Trust,"1,492",1,2926 PIPER DRIVE,,VERO BEACH,FL,32960,7722992365,,,,,,,,,,,,,,
371023648,BOARD OF TRUSTEES RAILROAD MAINTENANCE & INDUSTRIAL HEALTH & WELFARE F,,Taft-Hartley Trust,"1,490",1,2725 WEST MONROE STREET,,SPRINGFIELD,IL,62704,2177872923,,,,,,,,,,,,,,
362242666,"BOARD OF TRUSTEES OF AUTOMATIC SPRINKLER LOCAL 281, U.A. WELFARE FUND",,Taft-Hartley Trust,"1,489",1,11900 SOUTH LARAMIE AVENUE,,ALSIP,IL,60803,7085971800,,,,,,,,,,,,,,
237036156,TRUSTEES-OPERATING ENGINEERS HEALTH AND WELFARE TRUST FUND FOR COLORAD,,Taft-Hartley Trust,"1,487",1,5511 W 56TH AVE,SUITE 250,ARVADA,CO,80002,3034301118,,,,,,,,,,,,,,
526039006,OPERATING ENGINEERS LOCAL NO 37 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,481",1,3615 NORTH POINT BOULEVARD NO C,SUITE C,BALTIMORE,MD,21222,4102549595,,,,,,,,,,,,,,
316084151,IBEW LOCAL NO. 82 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,480",1,3150 US ROUTE 60,,ONA,WV,25545,3045250331,,,,,,,,,,,,,,
596369928,FLORIDA LABORERS HEALTH FUND,,Taft-Hartley Trust,"1,476",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
166070541,PAINTERS DISTRICT COUNCIL NO. 4 HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"1,473",1,585 AERO DRIVE,,CHEEKTOWAGA,NY,14225,7165650234,,,,,,,,,,,,,,
362167725,THE ART INSTITUTE OF CHICAGO,,Taft-Hartley Trust,"1,471",1,C/O HUMAN RESOURCES - BENEFITS,111 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60603,3126293382,,,,,,,,,,,,,,
42219623,TEAMSTERS LOCAL 170 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,471",1,330 SOUTHWEST CUTOFF,,WORCESTER,MA,1604,5087913416,,,,,,,,,,,,,,
231608209,LABORERS LOCAL UNION NO. 158 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,466",1,"2201 FOREST HILLS DRIVE, SUITE 6A",,HARRISBURG,PA,17112,7176578229,,,,,,,,,,,,,,
366599036,TRUSTEES OF IRON WORKERS' TRI-STATE WELFARE PLAN,,Taft-Hartley Trust,"1,462",1,953 AMERICAN LANE,SUITE 100,SCHAUMBURG,IL,60173,8475191880,,,,,,,,,,,,,,
956047878,"BOARD OF TRUSTEES, SOUTHERN CALIFORNIA LOCAL 831 -",EMPLOYER HEALTH FUND,Taft-Hartley Trust,"1,457",1,4399 SANTA ANITA AVE STE 150,,EL MONTE,CA,91731,6262793080,,,,,,,,,,,,,,
316051539,OHIO CONFERENCE OF PLASTERERS AND CEMENT MASONS,,Taft-Hartley Trust,"1,457",1,33 FITCH BOULEVARD,,AUSTINTOWN,OH,44515,3306529821,,,,,,,,,,,,,,
477404015,COMMITTEE OF UAW RETIREES HEALTH CARE PLAN,,Taft-Hartley Trust,"1,453",1,1423 EAST TWELVE MILE ROAD,SUITE 1200,MADISON HEIGHTS,MI,48071,2486580800,,,,,,,,,,,,,,
856009171,NEW MEXICO PIPETRADES,,Taft-Hartley Trust,"1,450",1,6301 INDIAN SCHOOL RD NE,SUITE 660,ALBUQUERQUE,NM,87110,5058813141,,,,,,,,,,,,,,
363251688,BOARD OF TRUSTEES-ARCHITECTURAL IRONWORKERS LOCAL 63 WELFARE FUND,,Taft-Hartley Trust,"1,448",1,1520 KENSINGTON SUITE 200,,OAKBROOK,IL,60523,6304720627,,,,,,,,,,,,,,
347133842,TEAMSTERS UNION LOCAL NO 92,,Taft-Hartley Trust,"1,446",1,1127 9TH ST SW,,CANTON,OH,44707,3304530135,,,,,,,,,,,,,,
470587913,BOARD OF TRUSTEES STEAMFITTERS AND PLUMBERS LOCAL UNION NO 464 WELFARE,,Taft-Hartley Trust,"1,444",1,C/O BENESYS,"3930 SOUTH 147TH STREET, SUITE 100",OMAHA,NE,68144,4025923753,,,,,,,,,,,,,,
942773477,"BOARD OF TRUSTEES, SACRAMENTO AREA ELECTRICAL WORKERS",HEALTH AND WELFARE TRUST FUND,Taft-Hartley Trust,"1,444",1,6800 SANTA TERESA BLVD STE 100,,SAN JOSE,CA,95119,4082884400,,,,,,,,,,,,,,
362125291,TRUSTEE OF CHICAGO GRAPHIC ARTS HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,443",1,"1520 KENSINGTON ROAD, SUITE 200",,OAKBROOK,IL,60523,6304720622,,,,,,,,,,,,,,
366076696,HEALTH AND WELFARE TRUST LOCAL NO.743,,Taft-Hartley Trust,"1,443",1,4620 S. TRIPP AVENUE,SUITE 290,CHICAGO,IL,60632,7732547460,,,,,,,,,,,,,,
946077924,"BOARD OF TRUSTEES, SAN MATEO ELECTRICAL WORKERS HEALTH PLAN",,Taft-Hartley Trust,"1,439",1,"6800 SANTA TERESA BLVD, SUITE 100",,SAN JOSE,CA,95119,4082884420,,,,,,,,,,,,,,
366600740,TRUSTEES OF INT'L ASSN OF HEAT AND FROST INSULATORS LOC 17 WELFARE FD,,Taft-Hartley Trust,"1,435",1,18520 SPRING CREEK DRIVE,,TINLEY PARK,IL,60477,7084688000,,,,,,,,,,,,,,
260268950,JOINT BOARD OF TRUSTEES OF THE UA LOCAL 190 INDIVIDUAL HRA PLAN,,Taft-Hartley Trust,"1,435",1,"30700 TELEGRAPH ROAD, SUITE 2400",STE 2400,BINGHAM FARMS,MI,48025,2486456550,,,,,,,,,,,,,,
60646701,QUINNIPIAC UNIVERSITY,,Taft-Hartley Trust,"1,435",1,275 MOUNT CARMEL AVENUE,,HAMDEN,CT,6518,2035823881,,,,,,,,,,,,,,
386447252,PIPEFITTERS LOCAL NO 636 INSURANCE FUND,,Taft-Hartley Trust,"1,434",1,C/O BENESYS INC,"700 TOWER DRIVE, SUITE 300",TROY,MI,48098,2488139800,,,,,,,,,,,,,,
136174165,"LOCAL 306 THEAT. EMPLOY.HEALTH FUN C/O C & R CONSULTING, INC.",,Taft-Hartley Trust,"1,434",1,"1501 BROADWAY, SUITE 1724",,NEW YORK,NY,10036,6463808510,,,,,,,,,,,,,,
135603868,BOARD OF TRUSTEES OF INSURANCE TRUST FUND PRIVATE SANITATION,,Taft-Hartley Trust,"1,433",1,48-18 VAN DAM STREET,,LONG ISLAND CITY,NY,11101,7189377150,,,,,,,,,,,,,,
842346572,PA NJ CREDIT UNION ASSOCIATION,,Taft-Hartley Trust,"1,429",1,4309 NORTH FRONT STREET,,HARRISBURG,PA,17110,7172343156,,,,,,,,,,,,,,
250965274,BUTLER HEALTHCARE PROVIDERS,BUTLER MEMORIAL HOSPITAL,Taft-Hartley Trust,"1,425",1,ONE HOSPITAL WAY,,BUTLER,PA,16001,7242844166,,,,,,,,,,,,,,
132672380,"TRUSTEES OF DAY CARE COUNCIL - LOCAL 205, D.C. 1707 WELFARE FUND",,Taft-Hartley Trust,"1,425",1,"420 WEST 4TH STREET, 3RD FLOOR",,NEW YORK,NY,10036,2129250005,,,,,,,,,,,,,,
941229312,HOTEL AND RESTAURANT EMPLOYEES HEALTH AND WELFARE TRUST,HEALTH AND WELFARE TRUST FUND,Taft-Hartley Trust,"1,423",1,2323 EASTLAKE AVE E,,SEATTLE,WA,98102,2067263271,,,,,,,,,,,,,,
131394887,AIR CANADA,,Taft-Hartley Trust,"1,423",1,,,,,,5144224435,,,,,,,,,,,,,,
546074357,CAROLINA VIRGINIA UFCW AND EMPLOYERS HEALTH,,Taft-Hartley Trust,"1,417",1,5305 VIRGINIA BEACH BLVD.,,NORFOLK,VA,23502,8006784656,,,,,,,,,,,,,,
912147185,SEATTLE FIRE FIGHTERS HEALTHCARE TRUST,,Taft-Hartley Trust,"1,417",1,P.O. BOX 6,,MUKILTEO,WA,98275,4257717359,,,,,,,,,,,,,,
135582586,NATIONAL BASKETBALL ASSOCIATION,,Taft-Hartley Trust,"1,413",1,100 PLAZA DRIVE,,SECAUCUS,NJ,7094,2019746202,,,,,,,,,,,,,,
222212764,PLUMBERS & PIPEFITTERS LOCAL 9 WELFARE F,,Taft-Hartley Trust,"1,409",1,C/O IE SHAFFER CO,"830 BEAR TAVERN ROAD, PO BOX 1028",WEST TRENTON,NJ,86280,8007923666,,,,,,,,,,,,,,
876128290,"BOARD OF TRUSTEES, UTAH PIPE TRADES WELFARE TRUST",FUND,Taft-Hartley Trust,"1,409",1,7180 KOLL CENTER PKWY STE 200,,PLEASANTON,CA,94566,9253987060,,,,,,,,,,,,,,
636065827,PLUMBERS & STEAMFITTERS LOCAL 760 HEALTH & WELFARE TRUST FUND,,Taft-Hartley Trust,"1,409",1,PO BOX 2678,,MUSCLE SHOALS,AL,35662,2563837917,,,,,,,,,,,,,,
350911491,BOARD OF TRUSTEES OF LAKE COUNTY INDIANA NECA-IBEW BENEFIT PLAN,,Taft-Hartley Trust,"1,406",1,"7200 MISSISSIPPI STREET, SUITE 300",,MERRILLVILLE,IN,46410,2198454433,,,,,,,,,,,,,,
136115078,UAW - LOCAL 259 SOCIAL SECURITY DEPT.,,Taft-Hartley Trust,"1,405",1,140 SYLVAN AVENUE,,ENGLEWOOD CLIFFS,NJ,7632,2019478000,,,,,,,,,,,,,,
630322374,REDSTONE FEDERAL CREDIT UNION,,Taft-Hartley Trust,"1,404",1,220 WYNN DRIVE,,HUNTSVILLE,AL,35893,2568376110,,,,,,,,,,,,,,
42589472,TEAMSTERS HEALTH SERVICE & INSURANCE PLAN OF LOCAL 404,,Taft-Hartley Trust,"1,401",1,115 PROGRESS AVENUE,,SPRINGFIELD,MA,1104,4137332191,,,,,,,,,,,,,,
942567865,OPERATING ENGINEERS PUBLIC AND MISC EMPLOYEES HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"1,401",1,1600 HARBOR BAY PKWY STE 200,,ALAMEDA,CA,94502,5106718800,,,,,,,,,,,,,,
381215360,LAKE MICHIGAN CREDIT UNION,,Taft-Hartley Trust,"1,401",1,PO BOX 2848,,GRAND RAPIDS,MI,49501,6162429790,,,,,,,,,,,,,,
362261990,TRUSTEES OF IBEW & OUTSIDE CONTRACTORS LOCAL 9 HEALTH & WELFARE,,Taft-Hartley Trust,"1,400",1,18670 GRAPHICS DRIVE,SUITE 201,TINLEY PARK,IL,60477,7084499004,,,,,,,,,,,,,,
210699966,PLUMBERS AND STEAMFITTERS LOCAL 322 HEALTH AND WELFARE FUND,FUND,Taft-Hartley Trust,"1,398",1,PO BOX 169,,WINSLOW,NJ,80950,6095673322,,,,,,,,,,,,,,
150532078,COLGATE UNIVERSITY,,Taft-Hartley Trust,"1,398",1,13 OAK DRIVE,,HAMILTON,NY,13346,3152287411,,,,,,,,,,,,,,
821241822,MICHIANA AREA ELECTRICAL WORKERS PLAN 4 TRUST,,Taft-Hartley Trust,"1,396",1,6525 CENTURION DRIVE,,LANSING,MI,48917,5173217502,,,,,,,,,,,,,,
362187389,BOARD OF TRUSTEES OF CHICAGO AREA IB OF T HEALTH & WELFARE TRUST FUND,,Taft-Hartley Trust,"1,395",1,"1333 BUTTERFIELD ROAD, SUITE 110",,DOWNERS GROVE,IL,60515,3127381350,,,,,,,,,,,,,,
956125213,"BOARD OF TRUSTEES, I.A.T.S.E. LOCAL NO. 33 HEALTH AND",WELFARE TRUST FUND,Taft-Hartley Trust,"1,394",1,1200 WILSHIRE BLVD 5TH FL,,LOS ANGELES,CA,90017,2134062330,,,,,,,,,,,,,,
135598021,I.A.M. DISTRICT 15 HEALTH FUND,,Taft-Hartley Trust,"1,392",1,140 SYLVAN AVENUE,SUITE 303,ENGLEWOOD CLIFFS,NJ,7632,2019478000,,,,,,,,,,,,,,
346535474,TEAMSTERS UNION LOCAL 293 WELFARE FUND,,Taft-Hartley Trust,"1,390",1,"5505 VALLEY BELT ROAD, UNIT D",,INDEPENDENCE,OH,44131,2167399489,,,,,,,,,,,,,,
133094045,NEWSPAPER GUILD OF N.Y. - THE NEW YORK TIMES,BENEFITS FUND,Taft-Hartley Trust,"1,389",1,"1501 BROADWAY, SUITE 1724",,NEW YORK,NY,10036,2125563526,,,,,,,,,,,,,,
